#Parameters = {M=2; N=57.75; a=0.4; b=0.81; d=1.0125; er=3; g=0.01; p=0.8; srr=0.0025; wgr6=1.625}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
91.129997253418	-24.942358382211
91.239997863770	-30.241368303788
91.349998474121	-27.772260765153
91.459999084473	-21.098232769732
91.569999694824	-17.106963280857
91.680000305176	-14.683776471192
91.790000915527	-13.344579839867
91.900001525879	-12.923249742361
92.010002136230	-13.431251892290
92.120002746582	-15.065628144818
92.230003356934	-18.331451799006
92.339996337891	-23.149801064196
92.449996948242	-20.301323325915
92.559997558594	-15.065210503945
92.669998168945	-11.754229127777
92.779998779297	-9.7086405673979
92.889999389648	-8.5392551789729
93.000000000000	-8.0642389552633
93.110000610352	-8.2010610934654
93.220001220703	-8.9177787755428
93.330001831055	-10.192550002828
93.440002441406	-11.913794180856
93.550003051758	-13.585718383668
93.660003662109	-14.106720856207
93.769996643066	-13.116118031170
93.879997253418	-11.655271058834
93.989997863770	-10.472089641415
94.099998474121	-9.7646897964015
94.209999084473	-9.5534530810850
94.319999694824	-9.8403198049210
94.430000305176	-10.658707296176
94.540000915527	-12.103611146577
94.650001525879	-14.377070479791
94.760002136230	-17.834234408188
94.870002746582	-22.086705800968
94.980003356934	-20.968980741693
95.089996337891	-16.734008151523
95.199996948242	-13.756020812302
95.309997558594	-11.879673393174
95.419998168945	-10.801197807752
95.529998779297	-10.362581633404
95.639999389648	-10.495000354469
95.750000000000	-11.186775357102
95.860000610352	-12.471421287842
95.970001220703	-14.415402885559
96.080001831055	-17.022310558947
96.190002441406	-19.624298571520
96.300003051758	-19.891784685151
96.410003662109	-17.782050615007
96.519996643066	-15.596836314937
96.629997253418	-13.983244783257
96.739997863770	-12.906304276971
96.849998474121	-12.267982896176
96.959999084473	-12.003838602872
97.069999694824	-12.089642153281
97.180000305176	-12.538493919683
97.290000915527	-13.400858371378
97.400001525879	-14.770949213421
97.510002136230	-16.797132568078
97.620002746582	-19.633738929917
97.730003356934	-22.739094990522
97.839996337891	-22.749374500792
97.949996948242	-19.756455362556
98.059997558594	-17.085332143542
98.169998168945	-15.248291265176
98.279998779297	-14.098683148509
98.389999389648	-13.498251677846
98.500000000000	-13.359007724958
98.610000610352	-13.629173359468
98.720001220703	-14.282956415129
98.830001831055	-15.317502231959
98.940002441406	-16.756004355141
99.050003051758	-18.652444812733
99.160003662109	-21.064471743362
99.269996643066	-23.776257619431
99.379997253418	-25.163805659307
99.489997863770	-23.433251974240
99.599998474121	-20.658529761512
99.709999084473	-18.298549811365
99.819999694824	-16.522671507767
99.930000305176	-15.269842319241
